"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_016743855.1_ASM1674385v1_genomic.fna","GCF_016864255.1_ASM1686425v1_genomic.fna","GCF_017584065.1_ASM1758406v1_genomic.fna","GCF_017603725.1_ASM1760372v1_genomic.fna","GCF_017815655.1_ASM1781565v1_genomic.fna","GCF_017815675.1_ASM1781567v1_genomic.fna","GCF_017815695.1_ASM1781569v1_genomic.fna","GCF_017897965.1_ASM1789796v1_genomic.fna","GCF_017898005.1_ASM1789800v1_genomic.fna","GCF_017898025.1_ASM1789802v1_genomic.fna","GCF_018219285.1_ASM1821928v1_genomic.fna","GCF_018219325.1_ASM1821932v1_genomic.fna","GCF_018279145.1_ASM1827914v1_genomic.fna","GCF_018516845.1_ASM1851684v1_genomic.fna","GCF_018516925.1_ASM1851692v1_genomic.fna","GCF_018517045.1_ASM1851704v1_genomic.fna","GCF_018517065.1_ASM1851706v1_genomic.fna","GCF_018517085.1_ASM1851708v1_genomic.fna","GCF_018517105.1_ASM1851710v1_genomic.fna","GCF_018517185.1_ASM1851718v1_genomic.fna"
"group_7111","","DegV domain-containing protein","20","20","1","1","2896","","","","842","842","842","GCF_016743855.1_ASM1674385v1_genomic.fna_01575","GCF_016864255.1_ASM1686425v1_genomic.fna_01082","GCF_017584065.1_ASM1758406v1_genomic.fna_01182","GCF_017603725.1_ASM1760372v1_genomic.fna_01038","GCF_017815655.1_ASM1781565v1_genomic.fna_01042","GCF_017815675.1_ASM1781567v1_genomic.fna_01094","GCF_017815695.1_ASM1781569v1_genomic.fna_01055","GCF_017897965.1_ASM1789796v1_genomic.fna_01169","GCF_017898005.1_ASM1789800v1_genomic.fna_01169","GCF_017898025.1_ASM1789802v1_genomic.fna_02324","GCF_018219285.1_ASM1821928v1_genomic.fna_01691","GCF_018219325.1_ASM1821932v1_genomic.fna_01092","GCF_018279145.1_ASM1827914v1_genomic.fna_01800","GCF_018516845.1_ASM1851684v1_genomic.fna_01590","GCF_018516925.1_ASM1851692v1_genomic.fna_01052","GCF_018517045.1_ASM1851704v1_genomic.fna_01622","GCF_018517065.1_ASM1851706v1_genomic.fna_01570","GCF_018517085.1_ASM1851708v1_genomic.fna_01573","GCF_018517105.1_ASM1851710v1_genomic.fna_01161","GCF_018517185.1_ASM1851718v1_genomic.fna_01525"
"ydcP_1","","putative protease YdcP","20","20","1","1","2346","","","","1250","1250","1250","GCF_016743855.1_ASM1674385v1_genomic.fna_02471","GCF_016864255.1_ASM1686425v1_genomic.fna_02828","GCF_017584065.1_ASM1758406v1_genomic.fna_02752","GCF_017603725.1_ASM1760372v1_genomic.fna_02609","GCF_017815655.1_ASM1781565v1_genomic.fna_02719","GCF_017815675.1_ASM1781567v1_genomic.fna_02658","GCF_017815695.1_ASM1781569v1_genomic.fna_02675","GCF_017897965.1_ASM1789796v1_genomic.fna_02746","GCF_017898005.1_ASM1789800v1_genomic.fna_02746","GCF_017898025.1_ASM1789802v1_genomic.fna_01203","GCF_018219285.1_ASM1821928v1_genomic.fna_02644","GCF_018219325.1_ASM1821932v1_genomic.fna_02740","GCF_018279145.1_ASM1827914v1_genomic.fna_00906","GCF_018516845.1_ASM1851684v1_genomic.fna_02474","GCF_018516925.1_ASM1851692v1_genomic.fna_02518","GCF_018517045.1_ASM1851704v1_genomic.fna_02632","GCF_018517065.1_ASM1851706v1_genomic.fna_02545","GCF_018517085.1_ASM1851708v1_genomic.fna_02413","GCF_018517105.1_ASM1851710v1_genomic.fna_02613","GCF_018517185.1_ASM1851718v1_genomic.fna_02558"
"agrA_1","","Accessory gene regulator A","20","20","1","1","2702","","","","728","728","728","GCF_016743855.1_ASM1674385v1_genomic.fna_00374","GCF_016864255.1_ASM1686425v1_genomic.fna_00416","GCF_017584065.1_ASM1758406v1_genomic.fna_00463","GCF_017603725.1_ASM1760372v1_genomic.fna_00392","GCF_017815655.1_ASM1781565v1_genomic.fna_00390","GCF_017815675.1_ASM1781567v1_genomic.fna_00402","GCF_017815695.1_ASM1781569v1_genomic.fna_00396","GCF_017897965.1_ASM1789796v1_genomic.fna_00409","GCF_017898005.1_ASM1789800v1_genomic.fna_00409","GCF_017898025.1_ASM1789802v1_genomic.fna_01670","GCF_018219285.1_ASM1821928v1_genomic.fna_00386","GCF_018219325.1_ASM1821932v1_genomic.fna_00431","GCF_018279145.1_ASM1827914v1_genomic.fna_00483","GCF_018516845.1_ASM1851684v1_genomic.fna_00454","GCF_018516925.1_ASM1851692v1_genomic.fna_00397","GCF_018517045.1_ASM1851704v1_genomic.fna_00385","GCF_018517065.1_ASM1851706v1_genomic.fna_00392","GCF_018517085.1_ASM1851708v1_genomic.fna_00376","GCF_018517105.1_ASM1851710v1_genomic.fna_00510","GCF_018517185.1_ASM1851718v1_genomic.fna_00415"
"ctsR","","Transcriptional regulator CtsR","20","20","1","1","2350","","","","467","467","467","GCF_016743855.1_ASM1674385v1_genomic.fna_02474","GCF_016864255.1_ASM1686425v1_genomic.fna_02831","GCF_017584065.1_ASM1758406v1_genomic.fna_02755","GCF_017603725.1_ASM1760372v1_genomic.fna_02612","GCF_017815655.1_ASM1781565v1_genomic.fna_02722","GCF_017815675.1_ASM1781567v1_genomic.fna_02661","GCF_017815695.1_ASM1781569v1_genomic.fna_02678","GCF_017897965.1_ASM1789796v1_genomic.fna_02749","GCF_017898005.1_ASM1789800v1_genomic.fna_02749","GCF_017898025.1_ASM1789802v1_genomic.fna_01206","GCF_018219285.1_ASM1821928v1_genomic.fna_02647","GCF_018219325.1_ASM1821932v1_genomic.fna_02743","GCF_018279145.1_ASM1827914v1_genomic.fna_00903","GCF_018516845.1_ASM1851684v1_genomic.fna_02477","GCF_018516925.1_ASM1851692v1_genomic.fna_02521","GCF_018517045.1_ASM1851704v1_genomic.fna_02635","GCF_018517065.1_ASM1851706v1_genomic.fna_02548","GCF_018517085.1_ASM1851708v1_genomic.fna_02416","GCF_018517105.1_ASM1851710v1_genomic.fna_02616","GCF_018517185.1_ASM1851718v1_genomic.fna_02561"
"lsrC_1","","Autoinducer 2 import system permease protein LsrC","20","20","1","1","189","","","","881","881","881","GCF_016743855.1_ASM1674385v1_genomic.fna_01340","GCF_016864255.1_ASM1686425v1_genomic.fna_01328","GCF_017584065.1_ASM1758406v1_genomic.fna_01430","GCF_017603725.1_ASM1760372v1_genomic.fna_01282","GCF_017815655.1_ASM1781565v1_genomic.fna_01287","GCF_017815675.1_ASM1781567v1_genomic.fna_01343","GCF_017815695.1_ASM1781569v1_genomic.fna_01301","GCF_017897965.1_ASM1789796v1_genomic.fna_01409","GCF_017898005.1_ASM1789800v1_genomic.fna_01409","GCF_017898025.1_ASM1789802v1_genomic.fna_02567","GCF_018219285.1_ASM1821928v1_genomic.fna_01458","GCF_018219325.1_ASM1821932v1_genomic.fna_01334","GCF_018279145.1_ASM1827914v1_genomic.fna_02032","GCF_018516845.1_ASM1851684v1_genomic.fna_01347","GCF_018516925.1_ASM1851692v1_genomic.fna_01292","GCF_018517045.1_ASM1851704v1_genomic.fna_01386","GCF_018517065.1_ASM1851706v1_genomic.fna_01338","GCF_018517085.1_ASM1851708v1_genomic.fna_01331","GCF_018517105.1_ASM1851710v1_genomic.fna_01401","GCF_018517185.1_ASM1851718v1_genomic.fna_01284"
"yjmB","","putative symporter YjmB","20","20","1","1","1793","","","","1418","1418","1418","GCF_016743855.1_ASM1674385v1_genomic.fna_02247","GCF_016864255.1_ASM1686425v1_genomic.fna_02403","GCF_017584065.1_ASM1758406v1_genomic.fna_02449","GCF_017603725.1_ASM1760372v1_genomic.fna_02383","GCF_017815655.1_ASM1781565v1_genomic.fna_02429","GCF_017815675.1_ASM1781567v1_genomic.fna_02351","GCF_017815695.1_ASM1781569v1_genomic.fna_02368","GCF_017897965.1_ASM1789796v1_genomic.fna_02436","GCF_017898005.1_ASM1789800v1_genomic.fna_02436","GCF_017898025.1_ASM1789802v1_genomic.fna_00910","GCF_018219285.1_ASM1821928v1_genomic.fna_02439","GCF_018219325.1_ASM1821932v1_genomic.fna_02419","GCF_018279145.1_ASM1827914v1_genomic.fna_01128","GCF_018516845.1_ASM1851684v1_genomic.fna_02237","GCF_018516925.1_ASM1851692v1_genomic.fna_02276","GCF_018517045.1_ASM1851704v1_genomic.fna_02366","GCF_018517065.1_ASM1851706v1_genomic.fna_02317","GCF_018517085.1_ASM1851708v1_genomic.fna_02193","GCF_018517105.1_ASM1851710v1_genomic.fna_02355","GCF_018517185.1_ASM1851718v1_genomic.fna_02320"
"group_7134","","hypothetical protein","20","20","1","1","407","","","","620","623","622","GCF_016743855.1_ASM1674385v1_genomic.fna_01342","GCF_016864255.1_ASM1686425v1_genomic.fna_01326","GCF_017584065.1_ASM1758406v1_genomic.fna_01426","GCF_017603725.1_ASM1760372v1_genomic.fna_01280","GCF_017815655.1_ASM1781565v1_genomic.fna_01285","GCF_017815675.1_ASM1781567v1_genomic.fna_01341","GCF_017815695.1_ASM1781569v1_genomic.fna_01299","GCF_017897965.1_ASM1789796v1_genomic.fna_01407","GCF_017898005.1_ASM1789800v1_genomic.fna_01407","GCF_017898025.1_ASM1789802v1_genomic.fna_02565","GCF_018219285.1_ASM1821928v1_genomic.fna_01460","GCF_018219325.1_ASM1821932v1_genomic.fna_01332","GCF_018279145.1_ASM1827914v1_genomic.fna_02030","GCF_018516845.1_ASM1851684v1_genomic.fna_01349","GCF_018516925.1_ASM1851692v1_genomic.fna_01290","GCF_018517045.1_ASM1851704v1_genomic.fna_01388","GCF_018517065.1_ASM1851706v1_genomic.fna_01340","GCF_018517085.1_ASM1851708v1_genomic.fna_01333","GCF_018517105.1_ASM1851710v1_genomic.fna_01399","GCF_018517185.1_ASM1851718v1_genomic.fna_01286"
"group_7135","","hypothetical protein","20","20","1","1","6398","","","","302","305","303","GCF_016743855.1_ASM1674385v1_genomic.fna_00623","GCF_016864255.1_ASM1686425v1_genomic.fna_02022","GCF_017584065.1_ASM1758406v1_genomic.fna_02064","GCF_017603725.1_ASM1760372v1_genomic.fna_02066","GCF_017815655.1_ASM1781565v1_genomic.fna_02054","GCF_017815675.1_ASM1781567v1_genomic.fna_02035","GCF_017815695.1_ASM1781569v1_genomic.fna_02036","GCF_017897965.1_ASM1789796v1_genomic.fna_02120","GCF_017898005.1_ASM1789800v1_genomic.fna_02120","GCF_017898025.1_ASM1789802v1_genomic.fna_00514","GCF_018219285.1_ASM1821928v1_genomic.fna_00675","GCF_018219325.1_ASM1821932v1_genomic.fna_02016","GCF_018279145.1_ASM1827914v1_genomic.fna_00260","GCF_018516845.1_ASM1851684v1_genomic.fna_00679","GCF_018516925.1_ASM1851692v1_genomic.fna_01958","GCF_018517045.1_ASM1851704v1_genomic.fna_00676","GCF_018517065.1_ASM1851706v1_genomic.fna_00620","GCF_018517085.1_ASM1851708v1_genomic.fna_00628","GCF_018517105.1_ASM1851710v1_genomic.fna_02032","GCF_018517185.1_ASM1851718v1_genomic.fna_02002"
"ampH","","D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH","20","20","1","1","3238","","","","1025","1025","1025","GCF_016743855.1_ASM1674385v1_genomic.fna_02092","GCF_016864255.1_ASM1686425v1_genomic.fna_02186","GCF_017584065.1_ASM1758406v1_genomic.fna_02233","GCF_017603725.1_ASM1760372v1_genomic.fna_02233","GCF_017815655.1_ASM1781565v1_genomic.fna_02224","GCF_017815675.1_ASM1781567v1_genomic.fna_02202","GCF_017815695.1_ASM1781569v1_genomic.fna_02207","GCF_017897965.1_ASM1789796v1_genomic.fna_02285","GCF_017898005.1_ASM1789800v1_genomic.fna_02285","GCF_017898025.1_ASM1789802v1_genomic.fna_00752","GCF_018219285.1_ASM1821928v1_genomic.fna_02150","GCF_018219325.1_ASM1821932v1_genomic.fna_02260","GCF_018279145.1_ASM1827914v1_genomic.fna_01283","GCF_018516845.1_ASM1851684v1_genomic.fna_02082","GCF_018516925.1_ASM1851692v1_genomic.fna_02125","GCF_018517045.1_ASM1851704v1_genomic.fna_02197","GCF_018517065.1_ASM1851706v1_genomic.fna_02163","GCF_018517085.1_ASM1851708v1_genomic.fna_02034","GCF_018517105.1_ASM1851710v1_genomic.fna_02202","GCF_018517185.1_ASM1851718v1_genomic.fna_02168"
"recA","","Protein RecA","20","20","1","1","2387","","","","1043","1049","1048","GCF_016743855.1_ASM1674385v1_genomic.fna_02382","GCF_016864255.1_ASM1686425v1_genomic.fna_02607","GCF_017584065.1_ASM1758406v1_genomic.fna_02600","GCF_017603725.1_ASM1760372v1_genomic.fna_02518","GCF_017815655.1_ASM1781565v1_genomic.fna_02566","GCF_017815675.1_ASM1781567v1_genomic.fna_02488","GCF_017815695.1_ASM1781569v1_genomic.fna_02504","GCF_017897965.1_ASM1789796v1_genomic.fna_02575","GCF_017898005.1_ASM1789800v1_genomic.fna_02575","GCF_017898025.1_ASM1789802v1_genomic.fna_01047","GCF_018219285.1_ASM1821928v1_genomic.fna_02548","GCF_018219325.1_ASM1821932v1_genomic.fna_02568","GCF_018279145.1_ASM1827914v1_genomic.fna_00994","GCF_018516845.1_ASM1851684v1_genomic.fna_02372","GCF_018516925.1_ASM1851692v1_genomic.fna_02423","GCF_018517045.1_ASM1851704v1_genomic.fna_02503","GCF_018517065.1_ASM1851706v1_genomic.fna_02451","GCF_018517085.1_ASM1851708v1_genomic.fna_02323","GCF_018517105.1_ASM1851710v1_genomic.fna_02507","GCF_018517185.1_ASM1851718v1_genomic.fna_02457"
"arlS","","Signal transduction histidine-protein kinase ArlS","20","20","1","1","7336","","","","1505","1505","1505","GCF_016743855.1_ASM1674385v1_genomic.fna_01680","GCF_016864255.1_ASM1686425v1_genomic.fna_00970","GCF_017584065.1_ASM1758406v1_genomic.fna_01054","GCF_017603725.1_ASM1760372v1_genomic.fna_00917","GCF_017815655.1_ASM1781565v1_genomic.fna_00920","GCF_017815675.1_ASM1781567v1_genomic.fna_00964","GCF_017815695.1_ASM1781569v1_genomic.fna_00930","GCF_017897965.1_ASM1789796v1_genomic.fna_01043","GCF_017898005.1_ASM1789800v1_genomic.fna_01043","GCF_017898025.1_ASM1789802v1_genomic.fna_02199","GCF_018219285.1_ASM1821928v1_genomic.fna_01785","GCF_018219325.1_ASM1821932v1_genomic.fna_00978","GCF_018279145.1_ASM1827914v1_genomic.fna_01705","GCF_018516845.1_ASM1851684v1_genomic.fna_01720","GCF_018516925.1_ASM1851692v1_genomic.fna_00928","GCF_018517045.1_ASM1851704v1_genomic.fna_01748","GCF_018517065.1_ASM1851706v1_genomic.fna_01730","GCF_018517085.1_ASM1851708v1_genomic.fna_01673","GCF_018517105.1_ASM1851710v1_genomic.fna_01036","GCF_018517185.1_ASM1851718v1_genomic.fna_01651"
"pncB2","","Nicotinate phosphoribosyltransferase pncB2","20","20","1","1","5501","","","","1472","1472","1472","GCF_016743855.1_ASM1674385v1_genomic.fna_02121","GCF_016864255.1_ASM1686425v1_genomic.fna_02215","GCF_017584065.1_ASM1758406v1_genomic.fna_02261","GCF_017603725.1_ASM1760372v1_genomic.fna_02261","GCF_017815655.1_ASM1781565v1_genomic.fna_02252","GCF_017815675.1_ASM1781567v1_genomic.fna_02230","GCF_017815695.1_ASM1781569v1_genomic.fna_02236","GCF_017897965.1_ASM1789796v1_genomic.fna_02313","GCF_017898005.1_ASM1789800v1_genomic.fna_02313","GCF_017898025.1_ASM1789802v1_genomic.fna_00780","GCF_018219285.1_ASM1821928v1_genomic.fna_02181","GCF_018219325.1_ASM1821932v1_genomic.fna_02291","GCF_018279145.1_ASM1827914v1_genomic.fna_01255","GCF_018516845.1_ASM1851684v1_genomic.fna_02110","GCF_018516925.1_ASM1851692v1_genomic.fna_02154","GCF_018517045.1_ASM1851704v1_genomic.fna_02225","GCF_018517065.1_ASM1851706v1_genomic.fna_02191","GCF_018517085.1_ASM1851708v1_genomic.fna_02062","GCF_018517105.1_ASM1851710v1_genomic.fna_02231","GCF_018517185.1_ASM1851718v1_genomic.fna_02197"
"mgtE","","Magnesium transporter MgtE","20","20","1","1","5574","","","","1361","1361","1361","GCF_016743855.1_ASM1674385v1_genomic.fna_02190","GCF_016864255.1_ASM1686425v1_genomic.fna_02344","GCF_017584065.1_ASM1758406v1_genomic.fna_02391","GCF_017603725.1_ASM1760372v1_genomic.fna_02325","GCF_017815655.1_ASM1781565v1_genomic.fna_02371","GCF_017815675.1_ASM1781567v1_genomic.fna_02294","GCF_017815695.1_ASM1781569v1_genomic.fna_02308","GCF_017897965.1_ASM1789796v1_genomic.fna_02377","GCF_017898005.1_ASM1789800v1_genomic.fna_02377","GCF_017898025.1_ASM1789802v1_genomic.fna_00851","GCF_018219285.1_ASM1821928v1_genomic.fna_02378","GCF_018219325.1_ASM1821932v1_genomic.fna_02361","GCF_018279145.1_ASM1827914v1_genomic.fna_01184","GCF_018516845.1_ASM1851684v1_genomic.fna_02178","GCF_018516925.1_ASM1851692v1_genomic.fna_02219","GCF_018517045.1_ASM1851704v1_genomic.fna_02308","GCF_018517065.1_ASM1851706v1_genomic.fna_02261","GCF_018517085.1_ASM1851708v1_genomic.fna_02136","GCF_018517105.1_ASM1851710v1_genomic.fna_02297","GCF_018517185.1_ASM1851718v1_genomic.fna_02261"
"group_7141","","putative ABC transporter ATP-binding protein","20","20","1","1","5541","","","","1712","1712","1712","GCF_016743855.1_ASM1674385v1_genomic.fna_02303","GCF_016864255.1_ASM1686425v1_genomic.fna_02523","GCF_017584065.1_ASM1758406v1_genomic.fna_02520","GCF_017603725.1_ASM1760372v1_genomic.fna_02439","GCF_017815655.1_ASM1781565v1_genomic.fna_02486","GCF_017815675.1_ASM1781567v1_genomic.fna_02409","GCF_017815695.1_ASM1781569v1_genomic.fna_02425","GCF_017897965.1_ASM1789796v1_genomic.fna_02496","GCF_017898005.1_ASM1789800v1_genomic.fna_02496","GCF_017898025.1_ASM1789802v1_genomic.fna_00967","GCF_018219285.1_ASM1821928v1_genomic.fna_02476","GCF_018219325.1_ASM1821932v1_genomic.fna_02489","GCF_018279145.1_ASM1827914v1_genomic.fna_01072","GCF_018516845.1_ASM1851684v1_genomic.fna_02292","GCF_018516925.1_ASM1851692v1_genomic.fna_02344","GCF_018517045.1_ASM1851704v1_genomic.fna_02424","GCF_018517065.1_ASM1851706v1_genomic.fna_02373","GCF_018517085.1_ASM1851708v1_genomic.fna_02244","GCF_018517105.1_ASM1851710v1_genomic.fna_02424","GCF_018517185.1_ASM1851718v1_genomic.fna_02377"
"atpG","","ATP synthase gamma chain","20","20","1","1","6478","","","","902","902","902","GCF_016743855.1_ASM1674385v1_genomic.fna_00695","GCF_016864255.1_ASM1686425v1_genomic.fna_01930","GCF_017584065.1_ASM1758406v1_genomic.fna_01989","GCF_017603725.1_ASM1760372v1_genomic.fna_01972","GCF_017815655.1_ASM1781565v1_genomic.fna_01978","GCF_017815675.1_ASM1781567v1_genomic.fna_01940","GCF_017815695.1_ASM1781569v1_genomic.fna_01959","GCF_017897965.1_ASM1789796v1_genomic.fna_02023","GCF_017898005.1_ASM1789800v1_genomic.fna_02023","GCF_017898025.1_ASM1789802v1_genomic.fna_00425","GCF_018219285.1_ASM1821928v1_genomic.fna_00747","GCF_018219325.1_ASM1821932v1_genomic.fna_01922","GCF_018279145.1_ASM1827914v1_genomic.fna_00189","GCF_018516845.1_ASM1851684v1_genomic.fna_00750","GCF_018516925.1_ASM1851692v1_genomic.fna_01863","GCF_018517045.1_ASM1851704v1_genomic.fna_00747","GCF_018517065.1_ASM1851706v1_genomic.fna_00691","GCF_018517085.1_ASM1851708v1_genomic.fna_00702","GCF_018517105.1_ASM1851710v1_genomic.fna_01941","GCF_018517185.1_ASM1851718v1_genomic.fna_01892"
"ecfT","","Energy-coupling factor transporter transmembrane protein EcfT","20","20","1","1","58","","","","797","797","797","GCF_016743855.1_ASM1674385v1_genomic.fna_00078","GCF_016864255.1_ASM1686425v1_genomic.fna_00087","GCF_017584065.1_ASM1758406v1_genomic.fna_00100","GCF_017603725.1_ASM1760372v1_genomic.fna_00089","GCF_017815655.1_ASM1781565v1_genomic.fna_00088","GCF_017815675.1_ASM1781567v1_genomic.fna_00087","GCF_017815695.1_ASM1781569v1_genomic.fna_00087","GCF_017897965.1_ASM1789796v1_genomic.fna_00090","GCF_017898005.1_ASM1789800v1_genomic.fna_00090","GCF_017898025.1_ASM1789802v1_genomic.fna_01320","GCF_018219285.1_ASM1821928v1_genomic.fna_00080","GCF_018219325.1_ASM1821932v1_genomic.fna_00111","GCF_018279145.1_ASM1827914v1_genomic.fna_00790","GCF_018516845.1_ASM1851684v1_genomic.fna_00081","GCF_018516925.1_ASM1851692v1_genomic.fna_00087","GCF_018517045.1_ASM1851704v1_genomic.fna_00078","GCF_018517065.1_ASM1851706v1_genomic.fna_00087","GCF_018517085.1_ASM1851708v1_genomic.fna_00079","GCF_018517105.1_ASM1851710v1_genomic.fna_00147","GCF_018517185.1_ASM1851718v1_genomic.fna_00116"
"rfbA","","Glucose-1-phosphate thymidylyltransferase 1","20","20","1","1","6230","","","","866","866","866","GCF_016743855.1_ASM1674385v1_genomic.fna_01779","GCF_016864255.1_ASM1686425v1_genomic.fna_00861","GCF_017584065.1_ASM1758406v1_genomic.fna_00946","GCF_017603725.1_ASM1760372v1_genomic.fna_00816","GCF_017815655.1_ASM1781565v1_genomic.fna_00818","GCF_017815675.1_ASM1781567v1_genomic.fna_00863","GCF_017815695.1_ASM1781569v1_genomic.fna_00816","GCF_017897965.1_ASM1789796v1_genomic.fna_00934","GCF_017898005.1_ASM1789800v1_genomic.fna_00934","GCF_017898025.1_ASM1789802v1_genomic.fna_02089","GCF_018219285.1_ASM1821928v1_genomic.fna_01882","GCF_018219325.1_ASM1821932v1_genomic.fna_00857","GCF_018279145.1_ASM1827914v1_genomic.fna_01608","GCF_018516845.1_ASM1851684v1_genomic.fna_01817","GCF_018516925.1_ASM1851692v1_genomic.fna_00818","GCF_018517045.1_ASM1851704v1_genomic.fna_01863","GCF_018517065.1_ASM1851706v1_genomic.fna_01837","GCF_018517085.1_ASM1851708v1_genomic.fna_01769","GCF_018517105.1_ASM1851710v1_genomic.fna_00935","GCF_018517185.1_ASM1851718v1_genomic.fna_00809"
"rpoC","","DNA-directed RNA polymerase subunit beta'","20","20","1","1","4437","","","","3653","3653","3653","GCF_016743855.1_ASM1674385v1_genomic.fna_02455","GCF_016864255.1_ASM1686425v1_genomic.fna_02812","GCF_017584065.1_ASM1758406v1_genomic.fna_02735","GCF_017603725.1_ASM1760372v1_genomic.fna_02593","GCF_017815655.1_ASM1781565v1_genomic.fna_02703","GCF_017815675.1_ASM1781567v1_genomic.fna_02641","GCF_017815695.1_ASM1781569v1_genomic.fna_02659","GCF_017897965.1_ASM1789796v1_genomic.fna_02730","GCF_017898005.1_ASM1789800v1_genomic.fna_02730","GCF_017898025.1_ASM1789802v1_genomic.fna_01187","GCF_018219285.1_ASM1821928v1_genomic.fna_02626","GCF_018219325.1_ASM1821932v1_genomic.fna_02724","GCF_018279145.1_ASM1827914v1_genomic.fna_00922","GCF_018516845.1_ASM1851684v1_genomic.fna_02458","GCF_018516925.1_ASM1851692v1_genomic.fna_02502","GCF_018517045.1_ASM1851704v1_genomic.fna_02616","GCF_018517065.1_ASM1851706v1_genomic.fna_02529","GCF_018517085.1_ASM1851708v1_genomic.fna_02397","GCF_018517105.1_ASM1851710v1_genomic.fna_02597","GCF_018517185.1_ASM1851718v1_genomic.fna_02541"
"yhaX","","Stress response protein YhaX","20","20","1","1","4587","","","","839","839","839","GCF_016743855.1_ASM1674385v1_genomic.fna_01937","GCF_016864255.1_ASM1686425v1_genomic.fna_02067","GCF_017584065.1_ASM1758406v1_genomic.fna_02109","GCF_017603725.1_ASM1760372v1_genomic.fna_02114","GCF_017815655.1_ASM1781565v1_genomic.fna_02101","GCF_017815675.1_ASM1781567v1_genomic.fna_02081","GCF_017815695.1_ASM1781569v1_genomic.fna_02081","GCF_017897965.1_ASM1789796v1_genomic.fna_02165","GCF_017898005.1_ASM1789800v1_genomic.fna_02165","GCF_017898025.1_ASM1789802v1_genomic.fna_00629","GCF_018219285.1_ASM1821928v1_genomic.fna_02023","GCF_018219325.1_ASM1821932v1_genomic.fna_02128","GCF_018279145.1_ASM1827914v1_genomic.fna_01416","GCF_018516845.1_ASM1851684v1_genomic.fna_01964","GCF_018516925.1_ASM1851692v1_genomic.fna_02005","GCF_018517045.1_ASM1851704v1_genomic.fna_02068","GCF_018517065.1_ASM1851706v1_genomic.fna_02029","GCF_018517085.1_ASM1851708v1_genomic.fna_01907","GCF_018517105.1_ASM1851710v1_genomic.fna_02078","GCF_018517185.1_ASM1851718v1_genomic.fna_02048"
"iadA","","Isoaspartyl dipeptidase","20","20","1","1","2415","","","","1184","1184","1184","GCF_016743855.1_ASM1674385v1_genomic.fna_02012","GCF_016864255.1_ASM1686425v1_genomic.fna_02109","GCF_017584065.1_ASM1758406v1_genomic.fna_02152","GCF_017603725.1_ASM1760372v1_genomic.fna_02156","GCF_017815655.1_ASM1781565v1_genomic.fna_02144","GCF_017815675.1_ASM1781567v1_genomic.fna_02124","GCF_017815695.1_ASM1781569v1_genomic.fna_02125","GCF_017897965.1_ASM1789796v1_genomic.fna_02207","GCF_017898005.1_ASM1789800v1_genomic.fna_02207","GCF_017898025.1_ASM1789802v1_genomic.fna_00671","GCF_018219285.1_ASM1821928v1_genomic.fna_02061","GCF_018219325.1_ASM1821932v1_genomic.fna_02179","GCF_018279145.1_ASM1827914v1_genomic.fna_01360","GCF_018516845.1_ASM1851684v1_genomic.fna_02003","GCF_018516925.1_ASM1851692v1_genomic.fna_02046","GCF_018517045.1_ASM1851704v1_genomic.fna_02114","GCF_018517065.1_ASM1851706v1_genomic.fna_02085","GCF_018517085.1_ASM1851708v1_genomic.fna_01956","GCF_018517105.1_ASM1851710v1_genomic.fna_02124","GCF_018517185.1_ASM1851718v1_genomic.fna_02091"
"purM","","Phosphoribosylformylglycinamidine cyclo-ligase","20","20","1","1","236","","","","1049","1052","1051","GCF_016743855.1_ASM1674385v1_genomic.fna_01495","GCF_016864255.1_ASM1686425v1_genomic.fna_01171","GCF_017584065.1_ASM1758406v1_genomic.fna_01268","GCF_017603725.1_ASM1760372v1_genomic.fna_01123","GCF_017815655.1_ASM1781565v1_genomic.fna_01128","GCF_017815675.1_ASM1781567v1_genomic.fna_01186","GCF_017815695.1_ASM1781569v1_genomic.fna_01140","GCF_017897965.1_ASM1789796v1_genomic.fna_01254","GCF_017898005.1_ASM1789800v1_genomic.fna_01254","GCF_017898025.1_ASM1789802v1_genomic.fna_02410","GCF_018219285.1_ASM1821928v1_genomic.fna_01613","GCF_018219325.1_ASM1821932v1_genomic.fna_01180","GCF_018279145.1_ASM1827914v1_genomic.fna_01882","GCF_018516845.1_ASM1851684v1_genomic.fna_01505","GCF_018516925.1_ASM1851692v1_genomic.fna_01137","GCF_018517045.1_ASM1851704v1_genomic.fna_01539","GCF_018517065.1_ASM1851706v1_genomic.fna_01488","GCF_018517085.1_ASM1851708v1_genomic.fna_01489","GCF_018517105.1_ASM1851710v1_genomic.fna_01245","GCF_018517185.1_ASM1851718v1_genomic.fna_01441"
